,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Moxd1,-8.468281e-06,-0.0012332395,0.0011950918,-1.92886e-05,0.002781659,-0.0006878797,0.00079079735,0.0029687735,0.00552736,-0.0024332737,0.00011526631,0.00068139855,0.0010174953,0.00095865596,0.0012363356,-0.00018406025,0.00343639,-0.0026429466,0.0015116748,-0.0022268188,-2.0011188e-05,0.0006520968,-0.0039748373,0.00028633053,-0.0029746483,-0.0011184112,0.0017690886,0.0039678635,-0.0011586596,0.004291957,0.0014875246,0.005268957,0.0013980127,0.003370805,-0.0036240385,0.0042345272,-0.00056603405,0.0012634463,-0.0005714901,-0.0030097724,-0.0026576368,0.00079259183,0.0046946686,0.0032061455,0.0007776042,0.002808834,0.0033131086,0.0015523817,0.0014548098,-0.0007422883
Mpped1,-0.02444765,-0.04418523,0.04356176,0.050999306,0.016101185,0.0068963594,-0.0064957244,0.01486269,0.04064458,-0.03478402,0.011018778,-0.016075468,-0.007084887,-0.029985743,-0.0059025153,-0.03980186,0.023625396,0.004776388,0.016909957,0.0154968435,0.02683953,0.0098188985,-0.04016222,0.004734577,-0.019406551,-0.013825138,0.004887899,0.0018127675,-0.02218823,0.007697497,-0.025674907,-0.015931273,0.011492109,-0.0010954747,0.0025311224,-0.039567783,-0.055555888,-0.008794231,-0.024113879,0.0011589443,0.052041095,-0.02789741,-0.0029366063,0.011393437,0.011194913,0.023575606,0.0038533844,-0.029300708,-0.003278438,0.019064225
Mpped2,0.003607557,-0.010648381,0.015668392,-0.007895188,0.005454844,-0.0018817205,-0.008213837,0.0035505116,-0.00025067953,-0.0042328555,-0.0006506746,-0.0014227149,-0.0038905789,-0.0016866111,-0.004897223,0.0023941654,0.014792317,-0.0048009506,0.0021371245,0.0094456645,0.00067189086,0.008361926,-0.0063050906,-0.018862162,-0.007890573,0.016496943,0.0038159706,0.0030335428,0.014704464,-0.013602458,0.013954793,-0.0007687499,0.017005762,0.007833252,0.0019159698,-0.010763983,-0.008616259,0.00228318,-0.004191608,0.0027983407,0.0021953615,0.014360617,-0.03155506,0.021727685,-0.00381106,-0.007438872,-0.015663074,-0.01594958,-9.097904e-05,0.0014762946
Mrap2,-0.015602723,-0.01903571,0.009208945,0.008656996,0.03991928,-0.0036257554,-0.013982478,-0.009650032,0.018491898,-0.008957031,0.01796771,-0.015550903,-0.015089496,-0.0031868988,0.00092056935,0.019469531,0.014076995,0.01906696,-0.00069780246,-0.010507872,-0.018168028,-0.0005590355,0.009670176,-0.0065052863,-0.00013069368,0.01859695,-0.0066067083,0.025629768,0.0025253964,0.0018436675,0.0046694833,0.00045918752,0.011133913,0.008911213,-0.0017804139,0.012545999,0.0012502288,0.009040691,-0.023031935,-0.022623708,0.00940893,-0.0054148072,-0.00057064183,0.015939608,-0.0117531335,0.023683608,-0.011884928,0.006913595,-0.020797253,0.022724926
Mybpc1,0.00019204408,-0.0017468128,-0.00018296545,-0.0036400885,0.0051019564,0.0033411721,-0.0012418802,0.00047858604,0.0096150935,0.00031426977,0.00118037,-0.0073089097,0.003216805,0.0026617842,-0.005543428,-0.0012144537,0.0020509812,-0.0057411115,0.0019200688,0.02441678,0.010480507,0.0071273176,-0.0027575344,-0.009989839,-0.00051491975,-0.0041910633,-0.0032343888,-0.0038309146,-0.0038854848,-0.0011101149,0.003662907,-0.009798452,0.0033390247,0.0018316129,-0.005964233,-0.0027229022,-0.0020787632,-0.002445828,-0.004516828,0.00037219457,-0.0026872354,-0.00075377245,0.0013918862,0.00778994,0.0059724404,0.004186224,-0.0063663977,-0.0042000734,-0.005335194,0.005691205
Myh7,-0.0015821706,-0.005500084,0.0050846552,-0.008685469,-0.004942331,-0.0006241296,-0.005660518,0.007813685,-0.0050185346,-0.0064495225,-0.0029229228,-0.00039139172,0.009790339,-0.004383718,0.013917978,-0.0031792743,-0.004235492,-0.014468242,0.013282873,0.008792282,-0.0033973507,0.0016292572,0.006958116,0.0066742967,-0.014415373,0.010433238,0.0008561936,-0.003885608,-0.0063669044,-0.002267515,0.003103841,0.006663549,-0.014309053,0.0008405302,0.0049093887,0.010803423,-0.0030226773,0.004401196,0.016713714,-0.004311843,0.015916308,-0.0072443746,0.0048547136,0.0031969743,-0.004181464,-0.007892559,-0.015279165,-0.0030579395,0.0034909984,-0.011708882
Myh8,0.0027274205,-0.003666532,0.004597278,-0.00118037,0.0026869099,-0.0069855396,0.0044258437,-0.0029803936,0.006475524,-0.008158612,0.0024892162,-0.0025179258,-0.013081879,0.004337915,0.0044385875,0.015459434,-0.002345182,-0.007884511,-0.0021177197,-0.0051361835,0.0019056243,0.010033116,0.0019283163,-0.011710182,0.005347094,-5.4223896e-05,-0.0029686533,0.015315046,-0.0072013997,0.0050089345,0.0064659384,0.01041356,-0.0014157111,-0.0065057515,-0.010990803,0.005325053,-0.012235394,-0.0037625013,-0.011113519,0.0010608633,0.0018768106,-0.00030250754,0.012653742,-0.0068754465,0.013296027,0.0041497685,-0.00052844104,-0.0030055987,-0.010378715,-0.011694832
Ndnf,0.0066374834,-0.009814933,-0.014184986,0.013428808,0.00952807,-0.0060924594,-0.014845462,-0.011420379,-0.0136965085,0.0017008135,-0.014717386,-0.0129045,-0.00017135643,0.0146828415,0.023522973,-0.01534272,0.020061383,0.00827726,0.014251593,0.026332935,-0.017804343,-0.017163333,-0.016580597,0.02579479,0.020840155,0.005891699,0.021691445,0.013206955,-0.006638413,0.026660375,-0.03271863,-0.008993133,-0.01152287,-0.021753926,0.02505634,-0.017572697,-0.021236287,0.009125203,0.009408053,0.032180637,0.0209496,-0.0019205604,0.045526743,-0.0005786782,0.0044656727,-0.0061958935,-0.009902503,-0.00828236,-0.036161765,0.0004957025
Ndst4,-0.00047243055,-0.0025595506,0.0025966386,0.005994859,0.00031745786,0.0067437342,0.00096849835,-0.0051530865,0.0013344506,-0.0033753342,-0.00025792498,0.001115311,-0.0091868555,0.0010269233,-0.0038538526,0.007262749,0.0015965033,-0.0019172975,-0.003169215,-0.0007325595,-0.0045589777,-0.0077069127,-0.005399261,-0.0057851356,-0.0032536977,-0.0031657508,0.0013072612,-0.0017114585,-0.0039761933,0.005222016,0.0050110393,0.006226433,0.009867411,-0.00048578676,-0.0009631113,0.005431476,0.003736441,0.0057320837,0.00013078959,0.0060480367,-0.0041807275,-0.00662914,-0.004776779,-0.0017135767,2.5176909e-05,0.00060617086,-0.005795353,-0.006786194,0.0009495991,-0.004938885
Necab1,-0.04025573,-0.15747261,-0.19844626,0.12642182,-0.14035547,0.031873003,0.04747906,0.025771638,0.06972933,-0.05993816,0.14257671,-0.014179726,-0.16377771,0.17049089,-0.004903564,0.16399664,-0.03940736,-0.14640313,-0.1986151,-0.04619882,-0.09742769,-0.09483499,0.11588935,0.22019885,0.009809581,-0.19100285,-0.056822278,-0.025952397,0.10210156,-0.102977954,-0.0496538,-0.1617649,0.11202763,-0.07740846,-0.17838259,-0.11975099,0.122758776,-0.24210024,-0.11083806,-0.15582974,-0.0037107393,0.025361858,0.034863144,-0.19138065,-0.026090145,0.02780351,0.05134198,-0.06341824,-0.049634248,-0.04789528
Nefm,0.012103267,-0.018730108,0.015553588,-0.014206621,0.008252626,-0.0049601863,0.00013220144,0.014987649,0.01289221,-0.006240043,-0.03479086,0.0015529998,-6.0157807e-05,0.0011990776,-0.00018962643,0.017538177,-0.0063963537,0.01602771,0.004687067,0.0005438068,-0.017985228,0.0003667212,-0.02105186,0.0038871735,-0.0021803377,-0.02079796,0.022545356,0.00023780721,0.014945624,0.030942138,-0.011942327,0.010217783,0.001856214,0.0068791923,-0.015830861,0.011166838,-0.009917725,0.01209669,0.0010967855,-0.023134708,0.0023371289,0.025836729,0.009417709,-0.027126221,-0.02941173,0.019972952,-0.008103108,-0.006651461,0.0071815997,-0.004421985
Nell1,0.008465555,-0.003954133,-0.007041984,0.013731594,0.006111918,-0.010961155,-0.0012743892,-0.0034692571,0.0019245556,0.015937716,-0.0018824841,-0.0010826455,-0.0013461136,0.016123835,0.0017204832,0.003620733,0.0024218617,-0.009715219,-0.0026651013,-0.012582156,-0.0077427654,-0.001928961,-0.002915922,0.0045752805,-0.0082697505,-0.0052641346,-0.0056187566,0.0036410016,-0.013189646,-0.009532357,-0.008344297,0.015978964,-0.0012497022,0.012932514,-0.0030913893,0.00048677344,-0.0044435384,-0.0042039556,-0.0010060683,0.0010392406,-0.009481976,-0.0029994324,0.0053569954,-0.022451008,-0.013539332,-0.00092664454,0.0011748616,0.0030163727,0.0022367402,-0.0029943995
Neu2,0.00218062,-0.002234603,0.0023550207,0.0012394382,0.0025426184,0.00297778,-0.0020965738,-0.004479324,0.0011434122,-0.005896041,-0.0005080667,-0.0016601308,-0.004335489,0.00096639164,0.0024638884,-0.0017917658,2.885292e-05,0.00029956558,-2.7911367e-06,0.00048759108,-0.0019044199,-0.001268238,0.0041152546,-0.00034503758,-7.248034e-05,-0.0043156464,0.0005329052,0.00019138912,0.0002197231,0.0032407795,-0.0027446651,0.004121252,0.00011111524,0.003120287,0.001396485,0.00049611134,-0.0058904956,0.0029679486,-0.0044049937,0.0034608229,7.89538e-05,0.0024157553,-0.00048678927,0.0017649634,-0.0020986183,0.0014864629,-0.0033566812,0.0026434758,-0.0037373467,0.002225288
Neurod2,-0.0016470916,-0.006929597,0.009615619,0.0042173425,0.0052596116,0.0020290513,0.005898472,-0.0062592225,-0.006551391,0.001627149,0.010658806,-0.011871219,0.0034502966,-0.0027188049,-0.003095571,-0.025940394,-0.0055605723,0.0047904323,-0.012685803,-0.00246174,-0.004896769,0.0024617277,-0.0056985696,0.005886889,0.0060078385,0.0038713098,-0.009909552,0.0026082227,0.0013381355,0.015715124,0.031061543,-0.0017486593,0.02118686,0.009666671,0.016077382,-0.002632535,-5.18203e-05,0.013362689,-0.001506078,-0.0061551044,-0.020197736,-0.012725629,0.0072624492,0.0062669655,-0.0025954554,0.014082758,0.018250328,0.0109371375,0.0061097164,0.011114996
Neurod6,-0.0005184787,-0.004025801,-0.0049760537,0.0009295368,6.68916e-05,-0.0005452114,0.007353233,-0.008555336,0.0049867006,5.514855e-05,0.006514627,-0.0060959477,-0.007761639,0.0034998404,0.005225554,-0.0056287562,0.0013553827,-0.004989868,-0.015257083,-0.012459915,-0.016246729,-0.010284536,-0.00080145797,0.010203434,-0.0038612632,0.0043775304,-0.005342497,0.0023259672,0.0058302167,0.0018449926,0.0029891958,-0.005580386,0.0073828376,0.005078998,-0.003618607,-0.020280592,-0.0007735981,0.010366905,0.0033204053,-0.002533873,0.011552744,0.0089214295,0.0034907795,0.009886315,-0.0060100146,0.005468939,-0.008973742,0.0062396,0.011839343,0.009626842
Nfib,0.04493811,-0.011723708,-0.035864215,0.0077605685,0.06371833,0.022635944,0.028157374,0.030842604,-0.02007084,-0.054817367,-0.032029286,-0.04312033,-0.041444253,0.030219547,0.0638881,-0.031306066,-0.03948573,0.054725163,0.057786934,-0.018669162,0.016075881,-0.0685115,-0.031491045,-0.019244874,-0.00815938,-0.044710517,0.052390438,0.0034277595,0.023113873,0.04224984,-0.07049823,-0.0468647,-0.07210902,-0.04831221,0.0092328945,-0.04489985,0.045236826,0.009971118,0.03763735,-0.057441767,-0.026487956,0.04177414,0.011577556,0.008974014,0.041372295,0.0007760227,-0.052345112,0.05731187,0.043590993,0.043792494
Ngb,-0.004113825,-0.005713496,0.0058718533,0.008448884,0.018757978,0.0015003256,-0.0039454014,-0.0018737026,0.012197307,-0.0012877795,-0.0071315295,-0.017455952,-0.011872121,-0.012510364,0.017189665,-0.0011419704,0.016011573,-0.002942183,-0.017011007,-0.006500399,-0.0058115744,-0.00025313266,-0.010055478,0.006848288,0.010675669,0.013339771,-0.0066627506,-0.002244906,0.0059814523,-0.0039508557,0.008149367,-0.010422678,-0.0037355144,-0.007221299,-0.014830593,0.0043809665,-0.019667288,0.0040153028,-0.008606575,-0.0096863825,-0.00637702,0.0023616906,-0.008570859,-0.0051361346,-0.015075749,0.018448211,-0.010877518,-0.0022548311,-0.00089982664,-0.0036500287
Ngf,0.06719618,-0.023958582,0.018626986,-0.059301678,-0.022628194,0.050888542,0.0148455575,-0.01849489,-0.027720856,0.047611415,0.0026020939,-0.03466882,0.004534442,0.007881662,-0.06914682,0.035504628,-0.031269655,0.018524664,-0.07990123,-0.014786501,-0.033672575,0.06057518,-0.060260035,-0.012409947,0.0041217892,0.0006928543,0.050394863,-0.04455884,-0.039524075,0.0213061,0.044158097,0.05715894,0.044809375,-0.08557639,0.06753754,0.0019308403,0.06432777,-0.010612554,-0.019133206,-0.022714384,-0.07585347,0.024220975,0.094254054,0.017805563,-0.053168226,-0.0009416975,0.085494705,0.02145201,-0.02760868,-0.114820324
Nkx2-4,0.0032951136,-0.0050783334,-0.0024114326,-0.0028339664,0.0029145293,-0.006123076,-0.005326492,0.0030601465,0.0030733696,-0.0037819587,-0.0008363578,-0.005099872,-0.0001482261,0.0023387442,-0.00034878714,-0.0037558118,0.003095368,-0.0044306642,0.0071984725,-0.005062172,-0.0114452485,-0.003938495,0.003380556,-0.0017046917,0.0021104661,0.0014954138,0.0029026102,0.0054927664,-0.005587275,-0.014685238,-0.008092755,-0.0005960663,-1.6843776e-05,-0.004377827,-0.0050273067,-0.0015514027,-0.00025044975,-0.006846291,0.012333349,0.00861094,0.0019471941,-0.0010169887,-0.009530618,-0.0049156956,0.005546098,0.011361122,0.0068982635,-0.0019261851,-0.004668926,0.0043573296
Nmbr,-0.02813815,-0.02195157,-0.020014526,-0.0354706,0.07906928,0.021132113,-0.036995623,-0.022120042,-0.011189088,-0.0062271194,0.014459504,0.03013935,-0.027106782,0.008565887,-0.022334425,-0.016241709,0.0040609473,-0.01717721,0.014590986,-0.04177548,0.026830401,-0.031411026,0.009526713,0.029586954,0.0012605598,0.0066461624,-0.009616324,-0.013343995,0.0130948415,-0.009361884,0.0017742331,-0.026348766,0.0072218264,-0.0072817914,0.016832924,0.016911767,0.04248505,0.021626547,0.027533265,-0.007421661,-0.018780142,0.0085370885,-0.021463677,-0.020566873,-0.00218888,0.005300395,-0.008990988,-0.0054431297,-0.009778827,-0.019462105
Nnat,-0.019110888,-0.029322054,-0.0206575,0.054226596,0.008795159,-0.010199603,-0.025120387,0.04333296,0.004477377,-0.01573842,-0.07078589,-0.063338876,-0.001139627,0.020873003,0.026413402,-0.05268623,0.056616426,-0.021290548,-0.0846955,0.002928056,-0.00715373,-0.026504312,-0.03379679,-0.036341015,-0.07563825,-0.040641416,0.015685108,-0.059555817,0.06848349,0.017059853,0.014689766,0.004756121,-0.0032072295,-0.031211406,-0.037662905,-0.029046044,-0.006054141,0.004125446,-0.0080503,0.0011737421,-0.06262203,-0.11082427,-0.098033965,-0.06230176,0.058495335,-0.008082274,-0.044072974,-0.14676407,0.057421118,-0.021098025
Nnmt,0.005124022,-0.008121662,0.0033554074,-0.0017112646,0.0071467776,0.0078009097,0.01022461,-0.005593369,-0.0023090013,-0.0031826254,0.0041290554,-0.010707603,-0.015434882,-0.0076857177,0.011874884,-0.010369087,0.007803128,0.011963165,0.0065348805,0.0033080953,-0.0043386742,-0.009174208,0.0016427302,-0.00016077797,-0.005260189,0.0035619447,-0.0034275225,-0.0071299053,-0.00049440726,0.010785676,-0.0066408375,-0.008173685,-0.00621736,-0.006233732,-0.0136530865,0.007442481,0.0051179407,0.0122844,-0.0010477277,-0.011422854,-0.014151891,0.0009488551,-0.007209054,-0.00067690294,-0.0019366252,-0.0021647,0.0051683234,-0.004423785,0.006800385,0.018009294
Nog,-0.0032657038,-0.021995597,0.02046562,0.0076625585,-0.0029570647,-0.019640852,0.005186472,-0.004713805,0.015810944,-0.0050025512,0.005250879,0.0033926123,-0.004824536,-0.0006985306,0.0066686994,0.013205848,0.0031339012,-0.009831462,-0.0013928497,0.0021475754,-0.020255566,-0.014224868,-0.020462431,-0.029563034,0.0138216885,-0.007077331,0.016455932,-0.0073694754,-0.009265143,0.0064914934,-0.021540277,-0.047084704,-0.0059890905,-0.016782092,0.009730361,0.0018231701,0.02362197,-0.006294165,-0.017075486,0.010442105,0.017555827,-0.0079114605,-0.013782941,0.019224595,0.03099265,-0.0032353427,-0.009718667,-0.009171383,0.006265072,-0.0073425653
Nos1,-0.0027138311,-0.002525888,0.011621131,0.015056771,0.0066699386,-0.0013149902,-0.001982014,0.0068026683,0.013352846,-0.0014417876,0.0009281282,-0.012019238,-0.0060112327,-0.00623828,0.004212614,0.00081571355,0.0045229387,-0.0011846747,-0.0054079103,0.00096547697,0.003901254,0.00443006,-0.0048980643,-0.003052917,0.0031840012,0.0066242395,0.0028960705,-0.014899624,0.009704995,-0.0033219238,-0.0092411535,0.002834385,-0.008412147,-0.0044863233,0.014171166,-0.0020803164,-0.010931867,-0.009064668,-0.005506617,0.0023903034,0.018580584,0.0077999765,-0.005763002,-0.005927395,0.0034930077,0.0044977446,0.01105664,0.0021312507,0.003925195,-0.0055143395
Npas1,-5.3983902e-05,0.00055640703,-0.0008403188,-0.00030135602,-6.4637316e-05,0.0013967208,-0.0004008469,0.0010439026,0.00058967475,0.004169541,-0.0023999896,-0.0029908102,0.0032616728,-0.0030216377,0.0064639933,0.003048979,-0.006147778,-0.00092952297,-0.0033391612,0.009685687,0.00079496525,-0.0032977543,0.00801477,0.009456673,-0.0059450576,0.0028847933,0.0041566435,-0.0039747767,-0.0018347785,-0.009542944,-0.004645811,0.0012402796,0.0012163431,-0.0019036354,0.0047109933,-0.0028813174,-0.005089638,0.0015454041,-0.0006437866,-0.0055936994,-0.005588839,-0.0064853844,-0.012993749,0.013541564,-0.004530971,-0.008455018,0.0046243193,-0.004817184,0.001195212,0.001582922
Npnt,0.0013929005,0.0013548208,0.0018193404,0.0026785738,0.0035763343,-0.0007708742,-0.0016772415,0.0052163736,0.0028459786,0.0057535185,-0.000565075,-0.00064626924,0.001258252,0.005291941,0.0008927241,5.1459723e-05,-0.0021122,0.0026158325,-0.0004983435,0.0031318397,0.0013663734,0.0026129954,-0.0031260294,-0.0055391444,-0.004138864,0.0013611764,-0.0016885089,0.00015470678,-0.0034204128,0.0006097602,0.005242235,-0.0018668976,0.0010296813,0.0021161702,-0.005415534,0.0019952813,0.00049779355,0.0056397244,0.0008252362,0.0060922536,-0.00770604,0.0005056977,0.007389726,0.0021543978,-0.008079415,0.0058555566,-0.002243145,-0.0036043758,-0.0009017978,0.005264801
Npsr1,0.024860311,-0.0068939705,-0.009929259,0.007378422,0.016819421,0.017344492,-0.019639792,0.010523864,0.009139049,-0.01100829,-0.0042063617,0.016525637,0.02320987,-0.004430251,0.008463565,0.0059511657,0.014824059,-0.01035963,-0.002577946,-0.014374748,0.01501387,-0.0021637557,-0.023148153,-0.0093126,-0.00079153536,-0.008678751,-0.0047632386,-0.0068265684,-0.016565185,-0.0007883778,-0.018263733,0.007359094,0.008609319,0.0054063564,-0.020755097,-0.0033094326,-0.012349305,-0.020057568,-0.009327853,-0.007804501,0.00076594204,0.0033943383,0.011848045,-0.04079751,-0.020859877,-0.024983427,-0.015335877,-0.024290413,-0.005791486,0.008622354
Nptx2,-0.0034915174,-0.14133029,-0.049797513,-0.1190772,-0.098965734,0.031193124,-0.0036816273,-0.07902192,-0.19933474,-0.105836384,0.117460914,-0.082233176,0.12574759,0.031276725,-0.00666287,-0.24579994,0.03529917,-0.07459834,-0.037474826,-0.113644116,0.10839661,0.040633272,-0.04989573,0.13232954,-0.12083812,0.040968332,0.016554598,0.18816893,-0.08920665,0.009668226,0.15609229,0.02798651,-0.13332528,-0.06715456,0.09521675,-0.05677035,0.019980352,0.0031872392,-0.109144814,0.08854888,0.060006715,-0.027907878,-0.029460914,-0.10868535,-0.012539957,0.16802955,-0.1519229,0.14088954,-0.04540597,-0.14226729
Npy1r,0.019913245,-0.011896856,-0.025573112,0.02729544,-0.00721911,0.017631723,-0.014523687,-0.004620297,-0.0053712465,-0.04251249,-0.0050059124,-0.006024981,0.024938194,0.010165384,-0.008729218,0.0038465157,0.03671146,-0.029586617,0.0147180185,0.005484108,0.01889515,-0.014342947,-0.027907353,0.012333992,-0.026116753,0.031024177,0.007872415,-0.025364721,0.023524327,0.016028013,0.03053174,0.010996127,0.012699707,-0.039673705,0.020720886,-0.012466119,0.014803305,-0.0076994356,-0.022790475,-0.021756975,-0.012207987,-0.020485472,0.01340746,0.007910356,0.018770404,0.004766315,0.002740031,0.02281481,-0.028163433,0.02097115
Npy2r,-0.006746675,-0.0045813923,0.003306888,-0.0029774571,0.02451194,0.0057102703,-0.0045408546,-0.011147024,-0.00412287,0.0028267046,0.0014874721,0.0032316833,-0.011026601,0.006063258,-0.0060666497,-0.0028770673,0.0067640534,0.0049152575,0.008766408,-0.006623851,-0.008063795,-0.023649722,-0.0072945105,0.0057822173,0.010903209,-0.00063395745,0.012171412,-0.015658299,-0.01786646,0.00074137864,-0.009589036,-0.010515414,0.0009816317,-0.0010230037,0.0036820928,0.004173145,-0.004042705,0.01486665,0.008842492,0.0023434593,-0.0026456246,0.003626782,0.0052129077,0.015492838,-0.007122828,0.0014768112,0.0058623785,0.006991041,0.0040422734,-0.0095241675
Nr2f2,0.007123409,-0.006383684,-0.013749275,0.012903469,0.0044892426,-0.00031400405,0.001454613,-0.0033867361,0.004979129,-0.0047758543,-0.0081498725,0.00481921,0.00970526,0.0003212274,0.0033006584,-0.0072918353,-0.015111113,0.015175473,-0.010740041,0.013728994,-0.0035625978,-0.010324366,-0.015279394,0.007569651,0.00477562,-0.014361535,0.004375845,-0.0043976665,0.009694808,0.013421755,0.0038564752,0.003318592,0.0020338772,0.008338619,-1.6581545e-05,-0.0035135418,0.013010465,0.016194811,-0.013324039,0.004759031,0.0055628475,-0.032781783,-0.00573658,-0.013856366,0.017595505,-0.0030754558,-0.0005707657,-0.007508622,-0.00095913047,-0.010074385
Nr4a2,0.003754289,-0.011475378,0.0058149705,-0.0041962415,0.0050752154,6.7138986e-05,0.008843008,-0.0030860843,0.004686781,-0.0015187663,-0.010893127,-0.019332604,0.004375641,-0.00757341,-0.008571204,0.0018969355,0.0016600646,0.008038655,0.009334311,0.0014849133,-0.009779138,0.0013698969,0.000901456,-0.013089946,-0.0061898697,-0.0036946782,0.0138198575,-0.014603804,-0.006551251,-0.002507244,-0.006091341,0.0254741,0.0017204613,0.0031456929,0.01420927,0.009925078,0.013602544,-0.0047416976,0.004709839,0.0038730437,-0.0057695303,0.009495601,0.0040059485,-0.011892153,-0.0007850694,-0.0023453142,0.020682244,-0.010940185,-0.011743312,-0.010072599
Nr4a3,0.011823261,-0.045293774,0.01917318,-0.03959889,0.01158366,0.015010736,0.027516363,-0.042333126,-0.025038682,-0.041199457,0.040021364,0.0039378675,-0.02772627,-0.07059446,0.04117299,-0.06205548,-0.006961509,0.0206921,0.07892903,-0.0007763837,-0.10204484,0.009417765,0.0055325306,0.021074038,0.017389674,0.0513162,0.027517853,0.062615156,-0.12606291,0.07588422,0.049183667,0.09316236,-0.014508808,-0.008391503,-0.1505603,0.010162955,-0.0052094758,-0.04168323,0.066200405,0.052561786,-0.01653631,-0.110175155,0.042716917,0.10006878,0.017263222,-0.033113897,-0.053164255,-0.0882536,0.015373673,0.025408812
Nrn1,0.0548654,-0.07451777,-0.11522518,-0.006772991,0.0075443764,-0.0832855,-0.024804555,0.014351088,-0.06846968,0.08723612,0.13338062,-0.034628008,-0.22122136,0.1458181,-0.16418055,-0.037067093,-0.16425319,0.30376837,0.20285647,-0.087636985,-0.055602025,0.039782032,0.029759813,-0.08375067,0.046675254,0.060825426,-0.083938174,-0.2617118,0.023134077,-0.052895825,-0.1366899,0.0034882089,-0.10081052,0.03817463,-0.2347063,0.055595145,-0.0007957369,0.21247885,-0.01597976,-0.07949494,-0.09893732,-0.1367691,-0.17014928,0.20277807,0.0515834,0.085134074,-0.0241419,-0.06329587,-0.098139085,-0.06408563
Nrp1,0.016145436,-0.009205135,0.02276338,0.030013174,0.028208623,0.0055763163,-0.010047219,-0.0018543525,0.043855097,0.023249049,-0.0014850587,-0.02435823,-0.026751185,0.029727548,0.0034079226,0.00076784665,0.00514069,0.005506591,0.004075601,0.017292779,-0.005953102,-0.013879066,-0.015314457,-0.01726396,-0.00066027656,-0.010635245,-0.019873733,0.003026542,0.008474439,0.028772378,0.0203215,0.0026932855,0.034079578,-0.029909328,-0.043865938,0.0048582796,0.016389078,0.03393477,-0.017056057,-0.018758588,-0.034550946,-0.054203235,0.051532943,0.0008910699,0.03918381,0.023973543,-0.013876917,0.016161166,-0.05951225,0.0035808207
Ntf3,-0.004861651,-0.008198024,0.0063331653,0.0023282655,0.0051646363,-0.015951475,0.006857602,-0.009289415,-0.009354508,0.00054364704,-0.012763448,0.0031247088,-0.003594734,-0.012115086,0.022992576,-0.0028438056,0.019796409,0.020341765,-0.012275885,-0.0063986545,-0.010269799,0.0062772133,-0.005696905,0.019056264,0.0009986991,0.021958841,0.005528116,-0.0016245348,-0.0007710495,-0.023716655,0.019352945,-0.009774155,0.0025662035,0.016253127,-0.0068487,-0.009046503,-0.03835267,-0.029431213,-0.0052707517,0.019284606,-0.005060139,0.0051265657,0.004382045,0.020507302,-0.005468563,0.020947587,0.01592468,0.013389168,-0.016965102,0.018221816
Ntn1,0.0016620704,-0.005562298,0.0039132535,0.009359376,0.021864355,0.0057197213,0.003412174,0.029138723,0.00064128096,-0.0012122982,-0.03416889,-0.025008455,0.008428098,-0.003455493,0.014573296,-0.025248729,0.010601805,0.012601693,0.020228365,0.0048801294,0.013445935,-0.012676159,0.014241869,0.005588858,-0.017672392,-0.0036423574,0.0287429,0.018695118,-0.0014841931,0.011925221,0.0031406498,0.0043938654,-0.02386127,-0.013392295,-0.009507513,-0.0037787696,-0.0037728343,0.004735643,-0.011922929,5.5976212e-05,-0.019159509,0.013291973,-0.01119614,-0.021991469,-0.003224825,-0.034905892,-0.0040403716,-0.0035798987,0.023775555,0.024312675
Ntn5,0.00245227,-0.0060415557,-0.005846852,0.00021355652,-0.003782224,0.013501421,0.013695276,-0.010475569,0.0080020595,0.009192506,0.022602733,0.003467274,-0.014554659,-0.0012651655,-0.0058814543,-0.009445325,-0.003031045,0.018621273,-0.009145031,-0.00020051491,-0.013021507,-0.004128299,0.025687989,-0.005224085,-0.0009361978,-0.0066288565,-0.013384928,0.020402478,0.015043849,0.008295755,-0.0051080175,-0.015162985,0.0049514812,-0.0066641127,-0.010439361,-0.0058654435,-0.009305767,0.012135696,0.016874477,-0.0027304143,-0.01219905,0.00026077963,-0.005990019,-0.02087183,-0.009890714,-0.0025073192,-0.009844398,0.0077225785,0.0038394923,0.005198894
Nts,0.0013340513,-0.0044765137,0.0049402034,0.0010487834,0.0002965863,0.0024467008,0.0015566971,-0.007287555,0.0013258652,0.0055637164,8.6419175e-05,0.0069799367,0.0033307825,0.0036610654,-0.0007456104,0.0068628,-0.0022817352,0.005158224,-0.013272003,0.0052013677,-0.003092006,0.00353783,0.00112828,0.008621926,-0.004038215,-0.00060624786,0.01155425,0.0048764604,0.0042955126,0.0050179935,-0.0037591655,0.004784363,0.0066050696,0.0026961258,0.01050634,-0.008747881,-0.0056722257,-0.0041030264,0.0023507746,6.7075714e-05,-0.002685186,-0.0018194583,0.018922513,0.0069424044,-0.0027220822,-0.0047948724,-0.006808157,0.0010531372,0.002365258,-0.006098643
